geografia|giorno|data|totale_casi_positivi|totale_casi_positivi_ab|deceduti|deceduti_inc|letalita|totale_ricoveri|totale_ricoveri_inc|attualmente_positivi|dimessi|tamponi|tamponi_inc
PO|202|13/9/2020|731|2.854944705963135|52|0|7.113543||||||
PT|202|13/9/2020|918|3.156602621078491|81|0|8.8235292||||||
SI|202|13/9/2020|550|2.087080478668213|33|0|6||||||
Toscana|202|13/9/2020|13114|3.574920892715454|1149|.087108016||97|5.4347825|2459|9506|630201|1.0805756
aslCENTRO|202|13/9/2020|5576|3.486638784408569|551|0|||||||
aslNO|202|13/9/2020|4922|3.937124490737915|482|.20790021|||||||
aslSE|202|13/9/2020|2079|2.538666009902954|108|0|||||||
AR|203|14/9/2020|1022|3.033811330795288|50|0|4.8923678||||||
FI|203|14/9/2020|3929|3.984782934188843|418|0|10.63884||||||
GR|203|14/9/2020|538|2.461814403533936|25|0|4.6468401||||||
LI|203|14/9/2020|641|1.944840550422668|65|0|10.140406||||||
LU|203|14/9/2020|1642|4.313379287719727|148|0|9.0133982||||||
MS|203|14/9/2020|1420|7.479943752288818|176|0|12.394366||||||
PI|203|14/9/2020|1236|2.968121528625488|93|0|7.524272||||||
PO|203|14/9/2020|731|2.854944705963135|53|1.9230769|7.2503419||||||
PT|203|14/9/2020|925|3.180672407150269|81|0|8.7567568||||||
SI|203|14/9/2020|550|2.087080478668213|33|0|6||||||
Toscana|203|14/9/2020|13173|3.591004371643066|1150|.087032199||100|3.0927835|2500|9523|633578|.53586078
aslCENTRO|203|14/9/2020|5585|3.492266416549683|552|.1814882|||||||
aslNO|203|14/9/2020|4939|3.950722694396973|482|0|||||||
aslSE|203|14/9/2020|2110|2.576520204544067|108|0|||||||
AR|204|15/9/2020|1025|3.04271674156189|50|0|4.8780489||||||
FI|204|15/9/2020|3946|4.002024173736572|418|0|10.593005||||||
GR|204|15/9/2020|540|2.470966100692749|25|0|4.6296296||||||
LI|204|15/9/2020|644|1.953942775726318|65|0|10.093167||||||
LU|204|15/9/2020|1644|4.318633079528809|148|0|9.0024328||||||
MS|204|15/9/2020|1421|7.485211372375488|177|.56818181|12.456017||||||
PI|204|15/9/2020|1243|2.984931230545044|93|0|7.4818988||||||
PO|204|15/9/2020|734|2.866661310195923|53|0|7.2207084||||||
PT|204|15/9/2020|926|3.18411111831665|81|0|8.7473001||||||
SI|204|15/9/2020|551|2.090875387191772|33|0|5.9891105||||||
Toscana|204|15/9/2020|13214|3.602181196212769|1151|.086956523||110|10|2527|9536|638071|.7091471
aslCENTRO|204|15/9/2020|5606|3.50539755821228|552|0|||||||
aslNO|204|15/9/2020|4952|3.961121559143066|483|.20746888|||||||
aslSE|204|15/9/2020|2116|2.583846807479858|108|0|||||||
AR|205|16/9/2020|1034|3.069433212280273|50|0|4.8355899||||||
FI|205|16/9/2020|3956|4.012166500091553|418|0|10.566229||||||
GR|205|16/9/2020|546|2.498421430587769|25|0|4.5787544||||||
LI|205|16/9/2020|649|1.969113111495972|65|0|10.015409||||||
LU|205|16/9/2020|1645|4.32125997543335|148|0|8.9969606||||||
MS|205|16/9/2020|1428|7.52208423614502|177|0|12.394958||||||
PI|205|16/9/2020|1264|3.03536057472229|93|0|7.357595||||||
PO|205|16/9/2020|753|2.940866231918335|53|0|7.0385127||||||
PT|205|16/9/2020|933|3.208181142807007|81|0|8.6816721||||||
SI|205|16/9/2020|556|2.109848737716675|33|0|5.9352517||||||
Toscana|205|16/9/2020|13304|3.626715421676636|1151|0||108|-1.8181819|2588|9565|644645|1.0302929
aslCENTRO|205|16/9/2020|5642|3.527908086776733|552|0|||||||
aslNO|205|16/9/2020|4986|3.988318204879761|483|0|||||||
aslSE|205|16/9/2020|2136|2.608268737792969|108|0|||||||
AR|206|17/9/2020|1047|3.108023881912231|51|2|4.8710604||||||
FI|206|17/9/2020|3971|4.027379512786865|418|0|10.526316||||||
GR|206|17/9/2020|548|2.507573127746582|25|0|4.5620437||||||
LI|206|17/9/2020|664|2.014624118804932|65|0|9.7891569||||||
LU|206|17/9/2020|1668|4.381679058074951|148|0|8.8729019||||||
MS|206|17/9/2020|1442|7.595829963684082|177|0|12.274618||||||
PI|206|17/9/2020|1282|3.078585624694824|93|0|7.2542901||||||
PO|206|17/9/2020|763|2.979921579360962|53|0|6.9462647||||||
PT|206|17/9/2020|938|3.2253737449646|81|0|8.6353941||||||
SI|206|17/9/2020|560|2.125027418136597|33|0|5.8928571||||||
Toscana|206|17/9/2020|13423|3.659155368804932|1152|.086880974||109|.92592591|2650|9621|652362|1.197093
aslCENTRO|206|17/9/2020|5672|3.546666860580444|552|0|||||||
aslNO|206|17/9/2020|5056|4.0443115234375|483|0|||||||
aslSE|206|17/9/2020|2155|2.6314697265625|109|.92592591|||||||
AR|207|18/9/2020|1057|3.137708902359009|51|0|4.8249764||||||
FI|207|18/9/2020|3989|4.045634746551514|418|0|10.478817||||||
GR|207|18/9/2020|552|2.525876522064209|25|0|4.5289855||||||
LI|207|18/9/2020|672|2.038896799087524|65|0|9.6726189||||||
LU|207|18/9/2020|1678|4.407948017120361|148|0|8.8200235||||||
MS|207|18/9/2020|1450|7.637970924377441|177|0|12.206897||||||
PI|207|18/9/2020|1289|3.09539532661438|93|0|7.2148952||||||
PO|207|18/9/2020|783|3.058032274246216|53|0|6.7688379||||||
PT|207|18/9/2020|944|3.246005296707153|81|0|8.5805082||||||
SI|207|18/9/2020|565|2.144001007080078|33|0|5.8407078||||||
Toscana|207|18/9/2020|13522|3.686142921447754|1152|0||116|6.4220185|2700|9670|660245|1.2083782
aslCENTRO|207|18/9/2020|5716|3.574179887771606|552|0|||||||
aslNO|207|18/9/2020|5089|4.070708274841309|483|0|||||||
aslSE|207|18/9/2020|2174|2.654670476913452|109|0|||||||
AR|208|19/9/2020|1064|3.158488512039185|51|0|4.7932329||||||
FI|208|19/9/2020|4017|4.074032306671143|418|0|10.405775||||||
GR|208|19/9/2020|558|2.553331613540649|25|0|4.4802866||||||
LI|208|19/9/2020|680|2.063169479370117|65|0|9.5588236||||||
LU|208|19/9/2020|1697|4.457859039306641|148|0|8.7212725||||||
MS|208|19/9/2020|1463|7.706449031829834|177|0|12.098428||||||
PI|208|19/9/2020|1327|3.186648368835449|93|0|7.0082893||||||
PO|208|19/9/2020|790|3.085371017456055|53|0|6.7088609||||||
PT|208|19/9/2020|957|3.290706634521484|81|0|8.4639502||||||
SI|208|19/9/2020|569|2.1591796875|33|0|5.7996483||||||
Toscana|208|19/9/2020|13665|3.725125312805176|1152|0||109|-6.034483|2827|9686|668896|1.3102711
aslCENTRO|208|19/9/2020|5764|3.604193925857544|552|0|||||||
aslNO|208|19/9/2020|5167|4.133100509643555|483|0|||||||
aslSE|208|19/9/2020|2191|2.675429344177246|109|0|||||||
AR|209|20/9/2020|1074|3.188173532485962|51|0|4.7486033||||||
FI|209|20/9/2020|4043|4.100401401519775|418|0|10.338858||||||
GR|209|20/9/2020|566|2.589938640594482|25|0|4.4169612||||||
LI|209|20/9/2020|683|2.072271585464478|65|0|9.5168371||||||
LU|209|20/9/2020|1721|4.520905017852783|148|0|8.5996513||||||
MS|209|20/9/2020|1475|7.769659996032715|177|0|12||||||
PI|209|20/9/2020|1362|3.270697116851807|93|0|6.8281937||||||
PO|209|20/9/2020|803|3.13614296913147|53|0|6.6002493||||||
PT|209|20/9/2020|968|3.328530788421631|81|0|8.3677683||||||
SI|209|20/9/2020|572|2.170563697814941|33|0|5.7692308||||||
Toscana|209|20/9/2020|13812|3.765197992324829|1152|0||109|0|2956|9704|676932|1.2013825
aslCENTRO|209|20/9/2020|5814|3.635458707809448|552|0|||||||
aslNO|209|20/9/2020|5241|4.192293643951416|483|0|||||||
aslSE|209|20/9/2020|2212|2.701072454452515|109|0|||||||
AR|210|21/9/2020|1080|3.205984592437744|51|0|4.7222223||||||
FI|210|21/9/2020|4046|4.10344409942627|418|0|10.331191||||||
GR|210|21/9/2020|577|2.640273094177246|25|0|4.3327556||||||
LI|210|21/9/2020|685|2.078339815139771|65|0|9.4890509||||||
LU|210|21/9/2020|1732|4.549800872802734|148|0|8.5450344||||||
MS|210|21/9/2020|1484|7.817068099975586|177|0|11.927224||||||
PI|210|21/9/2020|1387|3.330731868743896|93|0|6.7051191||||||
PO|210|21/9/2020|805|3.143954038619995|53|0|6.5838509||||||
PT|210|21/9/2020|973|3.345723628997803|81|0|8.324769||||||
SI|210|21/9/2020|581|2.204715967178345|33|0|5.6798625||||||
Toscana|210|21/9/2020|13896|3.78809666633606|1152|0||117|7.3394494|3018|9726|681070|.61128742
aslCENTRO|210|21/9/2020|5824|3.641711711883545|552|0|||||||
aslNO|210|21/9/2020|5288|4.229888916015625|483|0|||||||
aslSE|210|21/9/2020|2238|2.732820987701416|109|0|||||||
AR|211|22/9/2020|1085|3.220827102661133|51|0|4.7004609||||||
FI|211|22/9/2020|4078|4.135898590087891|418|0|10.250123||||||
GR|211|22/9/2020|577|2.640273094177246|25|0|4.3327556||||||
LI|211|22/9/2020|686|2.081373929977417|65|0|9.4752188||||||
LU|211|22/9/2020|1745|4.583950519561768|148|0|8.4813757||||||
MS|211|22/9/2020|1491|7.853940963745117|177|0|11.871227||||||
PI|211|22/9/2020|1394|3.347541570663452|93|0|6.6714492||||||
PO|211|22/9/2020|811|3.167387247085571|53|0|6.5351419||||||
PT|211|22/9/2020|975|3.352600812911987|81|0|8.3076925||||||
SI|211|22/9/2020|582|2.208510637283325|33|0|5.6701031||||||
Toscana|211|22/9/2020|13970|3.808269262313843|1152|0||119|1.7094017|3058|9760|686702|.8269341
aslCENTRO|211|22/9/2020|5864|3.666723251342773|552|0|||||||
aslNO|211|22/9/2020|5316|4.252286434173584|483|0|||||||
aslSE|211|22/9/2020|2244|2.740147590637207|109|0|||||||
AR|212|23/9/2020|1095|3.25051212310791|51|0|4.6575341||||||
FI|212|23/9/2020|4097|4.155168056488037|418|0|10.202587||||||
GR|212|23/9/2020|581|2.658576488494873|25|0|4.3029261||||||
LI|212|23/9/2020|688|2.087441921234131|65|0|9.4476748||||||
LU|212|23/9/2020|1752|4.602338790893555|148|0|8.4474888||||||
MS|212|23/9/2020|1492|7.859208583831787|177|0|11.863271||||||
PI|212|23/9/2020|1418|3.405174970626831|93|0|6.5585332||||||
PO|212|23/9/2020|827|3.229875802993774|54|1.8867924|6.5296249||||||
PT|212|23/9/2020|977|3.359477996826172|81|0|8.2906857||||||
SI|212|23/9/2020|587|2.227484226226807|33|0|5.6218057||||||
Toscana|212|23/9/2020|14060|3.832803726196289|1153|.086805552||121|1.6806723|3054|9853|694204|1.092468
aslCENTRO|212|23/9/2020|5901|3.68985915184021|553|.18115942|||||||
aslNO|212|23/9/2020|5350|4.279482841491699|483|0|||||||
aslSE|212|23/9/2020|2263|2.763348340988159|109|0|||||||
AR|213|24/9/2020|1106|3.283165693283081|51|0|4.6112118||||||
FI|213|24/9/2020|4138|4.196750164031982|418|0|10.101499||||||
GR|213|24/9/2020|587|2.686031818389893|25|0|4.2589436||||||
LI|213|24/9/2020|692|2.099578380584717|65|0|9.3930635||||||
LU|213|24/9/2020|1773|4.657504081726074|148|0|8.347434||||||
MS|213|24/9/2020|1500|7.901349067687988|177|0|11.8||||||
PI|213|24/9/2020|1450|3.482019662857056|93|0|6.4137931||||||
PO|213|24/9/2020|833|3.253309011459351|54|0|6.4825931||||||
PT|213|24/9/2020|996|3.424810647964478|81|0|8.1325302||||||
SI|213|24/9/2020|595|2.257841825485229|33|0|5.5462184||||||
Toscana|213|24/9/2020|14216|3.875329732894897|1153|0||119|-1.6528926|3156|9907|701914|1.1106246
aslCENTRO|213|24/9/2020|5967|3.731128692626953|553|0|||||||
aslNO|213|24/9/2020|5415|4.33147668838501|483|0|||||||
aslSE|213|24/9/2020|2288|2.793875932693481|109|0|||||||
AR|214|25/9/2020|1126|3.342535734176636|51|0|4.5293074||||||
FI|214|25/9/2020|4168|4.227176189422607|419|.23923445|10.052783||||||
GR|214|25/9/2020|590|2.699759244918823|25|0|4.237288||||||
LI|214|25/9/2020|704|2.135987043380737|65|0|9.232955||||||
LU|214|25/9/2020|1784|4.686399936676025|149|.67567569|8.3520184||||||
MS|214|25/9/2020|1507|7.93822193145752|177|0|11.745189||||||
PI|214|25/9/2020|1478|3.549258470535278|94|1.0752689|6.3599458||||||
PO|214|25/9/2020|846|3.304080963134766|54|0|6.3829789||||||
PT|214|25/9/2020|1004|3.452319145202637|81|0|8.067729||||||
SI|214|25/9/2020|602|2.284404516220093|33|0|5.4817276||||||
Toscana|214|25/9/2020|14355|3.913221597671509|1156|.26019081||111|-6.7226892|3261|9938|709159|1.0321777
aslCENTRO|214|25/9/2020|6018|3.763018608093262|554|.18083182|||||||
aslNO|214|25/9/2020|5473|4.377871036529541|485|.41407868|||||||
aslSE|214|25/9/2020|2318|2.830508947372437|109|0|||||||
AR|215|26/9/2020|1136|3.372220754623413|51|0|4.4894366||||||
FI|215|26/9/2020|4210|4.269772529602051|419|0|9.9524937||||||
GR|215|26/9/2020|595|2.722638607025146|25|0|4.2016807||||||
LI|215|26/9/2020|709|2.15115761756897|65|0|9.1678419||||||
LU|215|26/9/2020|1788|4.696907520294189|149|0|8.333333||||||
MS|215|26/9/2020|1519|8.001432418823242|178|.56497175|11.718236||||||
PI|215|26/9/2020|1492|3.582878112792969|94|0|6.3002682||||||
PO|215|26/9/2020|855|3.33923077583313|54|0|6.3157897||||||
PT|215|26/9/2020|1009|3.469511985778809|81|0|8.02775||||||
SI|215|26/9/2020|606|2.299583435058594|33|0|5.4455447||||||
Toscana|215|26/9/2020|14465|3.943207979202271|1157|.08650519||108|-2.7027028|3327|9981|716112|.98045713
aslCENTRO|215|26/9/2020|6074|3.798035144805908|554|0|||||||
aslNO|215|26/9/2020|5508|4.405867576599121|486|.20618556|||||||
aslSE|215|26/9/2020|2337|2.853709936141968|109|0|||||||
AR|216|27/9/2020|1147|3.404874324798584|51|0|4.446382||||||
FI|216|27/9/2020|4233|4.293098926544189|419|0|9.8984175||||||
GR|216|27/9/2020|596|2.727214574813843|25|0|4.1946311||||||
LI|216|27/9/2020|723|2.193634510040283|65|0|8.9903183||||||
LU|216|27/9/2020|1794|4.712668895721436|149|0|8.3054628||||||
MS|216|27/9/2020|1526|8.038305282592773|178|0|11.664482||||||
PI|216|27/9/2020|1512|3.630905866622925|94|0|6.2169313||||||
PO|216|27/9/2020|857|3.347041845321655|54|0|6.3010502||||||
PT|216|27/9/2020|1015|3.490143299102783|81|0|7.9802957||||||
SI|216|27/9/2020|617|2.341325044631958|33|0|5.3484602||||||
Toscana|216|27/9/2020|14566|3.970741033554077|1157|0||105|-2.7777777|3407|10002|723653|1.0530475
aslCENTRO|216|27/9/2020|6105|3.817419290542603|554|0|||||||
aslNO|216|27/9/2020|5555|4.443463325500488|486|0|||||||
aslSE|216|27/9/2020|2360|2.881795167922974|109|0|||||||
AR|217|28/9/2020|1157|3.434559345245361|52|1.9607843|4.4943819||||||
FI|217|28/9/2020|4237|4.297155857086182|419|0|9.8890724||||||
GR|217|28/9/2020|596|2.727214574813843|25|0|4.1946311||||||
LI|217|28/9/2020|731|2.217907190322876|65|0|8.8919287||||||
LU|217|28/9/2020|1811|4.757326602935791|149|0|8.227499||||||
MS|217|28/9/2020|1531|8.064643859863281|178|0|11.626388||||||
PI|217|28/9/2020|1526|3.664525508880615|95|1.0638298|6.2254257||||||
PO|217|28/9/2020|872|3.405624866485596|54|0|6.1926603||||||
PT|217|28/9/2020|1021|3.510774850845337|82|1.2345679|8.0313416||||||
SI|217|28/9/2020|622|2.36029839515686|33|0|5.3054662||||||
Toscana|217|28/9/2020|14651|3.993912220001221|1160|.25929126||115|9.5238094|3393|10098|728049|.60747349
aslCENTRO|217|28/9/2020|6130|3.833051443099976|555|.18050541|||||||
aslNO|217|28/9/2020|5599|4.478659152984619|487|.20576131|||||||
aslSE|217|28/9/2020|2375|2.900111675262451|110|.91743118|||||||
AR|218|29/9/2020|1157|3.434559345245361|52|0|4.4943819||||||
FI|218|29/9/2020|4261|4.321496486663818|420|.23866348|9.8568411||||||
GR|218|29/9/2020|603|2.759245634078979|25|0|4.145937||||||
LI|218|29/9/2020|731|2.217907190322876|65|0|8.8919287||||||
LU|218|29/9/2020|1812|4.759953498840332|149|0|8.2229576||||||
MS|218|29/9/2020|1532|8.069911003112793|178|0|11.618799||||||
PI|218|29/9/2020|1534|3.683736562728882|97|2.1052632|6.3233376||||||
PO|218|29/9/2020|875|3.417341232299805|54|0|6.1714287||||||
PT|218|29/9/2020|1025|3.524528980255127|83|1.2195122|8.0975609||||||
SI|218|29/9/2020|630|2.390655994415283|33|0|5.2380953||||||
Toscana|218|29/9/2020|14707|4.009178161621094|1164|.34482759||117|1.7391304|3368|10175|732780|.6498189
aslCENTRO|218|29/9/2020|6161|3.85243558883667|557|.36036035|||||||
aslNO|218|29/9/2020|5609|4.486658096313477|489|.41067761|||||||
aslSE|218|29/9/2020|2390|2.918428182601929|110|0|||||||
AR|219|30/9/2020|1170|3.47314977645874|52|0|4.4444447||||||
FI|219|30/9/2020|4297|4.358007907867432|420|0|9.7742615||||||
GR|219|30/9/2020|605|2.768397331237793|25|0|4.1322312||||||
LI|219|30/9/2020|739|2.24217963218689|65|0|8.7956696||||||
LU|219|30/9/2020|1821|4.783595561981201|149|0|8.1823177||||||
MS|219|30/9/2020|1535|8.085713386535645|178|0|11.596091||||||
PI|219|30/9/2020|1566|3.760581254959106|97|0|6.1941252||||||
PO|219|30/9/2020|884|3.452491044998169|54|0|6.1085973||||||
PT|219|30/9/2020|1030|3.541721820831299|83|0|8.0582523||||||
SI|219|30/9/2020|633|2.402040004730225|33|0|5.2132702||||||
Toscana|219|30/9/2020|14827|4.041890621185303|1164|0||119|1.7094017|3402|10261|740483|1.0512023
aslCENTRO|219|30/9/2020|6211|3.883700370788574|557|0|||||||
aslNO|219|30/9/2020|5661|4.528253078460693|489|0|||||||
aslSE|219|30/9/2020|2408|2.940407991409302|110|0|||||||
AR|220|01/10/2020|1181|3.505803346633911|53|1.9230769|4.4877224||||||
FI|220|01/10/2020|4341|4.402632236480713|420|0|9.67519||||||
GR|220|01/10/2020|611|2.795852422714233|25|0|4.0916529||||||
LI|220|01/10/2020|753|2.284656763076782|65|0|8.6321383||||||
LU|220|01/10/2020|1832|4.812491416931152|149|0|8.1331882||||||
MS|220|01/10/2020|1537|8.096248626708984|178|0|11.581002||||||
PI|220|01/10/2020|1595|3.83022141456604|97|0|6.0815048||||||
PO|220|01/10/2020|895|3.495451927185059|54|0|6.0335197||||||
PT|220|01/10/2020|1037|3.565791845321655|83|0|8.0038576||||||
SI|220|01/10/2020|642|2.436192274093628|33|0|5.1401868||||||
Toscana|220|01/10/2020|14971|4.081145286560059|1165|.085910656||128|7.563025|3468|10338|748736|1.1145428
aslCENTRO|220|01/10/2020|6273|3.922468662261963|557|0|||||||
aslNO|220|01/10/2020|5717|4.573047637939453|489|0|||||||
aslSE|220|01/10/2020|2434|2.972156524658203|111|.90909094|||||||
AR|221|02/10/2020|1186|3.5206458568573|53|0|4.4688029||||||
FI|221|02/10/2020|4389|4.451313972473145|420|0|9.5693779||||||
GR|221|02/10/2020|614|2.809580087661743|25|0|4.0716615||||||
LI|221|02/10/2020|771|2.339270114898682|65|0|8.4306097||||||
LU|221|02/10/2020|1874|4.922821521759033|149|0|7.9509072||||||
MS|221|02/10/2020|1539|8.106783866882324|178|0|11.565952||||||
PI|221|02/10/2020|1656|3.976706504821777|97|0|5.8574882||||||
PO|221|02/10/2020|914|3.56965708732605|54|0|5.9080963||||||
PT|221|02/10/2020|1047|3.600177526473999|83|0|7.9274116||||||
SI|221|02/10/2020|648|2.458960294723511|33|0|5.0925927||||||
Toscana|221|02/10/2020|15185|4.139482498168945|1165|0||127|-.78125|3631|10398|757609|1.1850638
aslCENTRO|221|02/10/2020|6350|3.970616102218628|557|0|||||||
aslNO|221|02/10/2020|5840|4.671435832977295|489|0|||||||
aslSE|221|02/10/2020|2448|2.989251852035522|111|0|||||||
AR|222|03/10/2020|1196|3.550330877304077|53|0|4.431438||||||
FI|222|03/10/2020|4424|4.486810684204102|420|0|9.4936705||||||
GR|222|03/10/2020|615|2.81415581703186|25|0|4.0650406||||||
LI|222|03/10/2020|789|2.393883228302002|65|0|8.2382765||||||
LU|222|03/10/2020|1893|4.972732543945313|149|0|7.8711042||||||
MS|222|03/10/2020|1542|8.122587203979492|179|.56179774|11.608301||||||
PI|222|03/10/2020|1691|4.060755252838135|97|0|5.7362509||||||
PO|222|03/10/2020|949|3.706350803375244|54|0|5.6902003||||||
PT|222|03/10/2020|1076|3.699895858764648|83|0|7.7137547||||||
SI|222|03/10/2020|669|2.538648843765259|33|0|4.9327354||||||
Toscana|222|03/10/2020|15391|4.195638656616211|1166|.08583691||123|-3.1496062|3790|10435|766448|1.1666968
aslCENTRO|222|03/10/2020|6449|4.032520294189453|557|0|||||||
aslNO|222|03/10/2020|5915|4.731428623199463|490|.20449898|||||||
aslSE|222|03/10/2020|2480|3.028326988220215|111|0|||||||
AR|223|04/10/2020|1219|3.618606567382813|53|0|4.347826||||||
FI|223|04/10/2020|4461|4.524336338043213|420|0|9.4149294||||||
GR|223|04/10/2020|619|2.832459449768066|25|0|4.0387721||||||
LI|223|04/10/2020|794|2.409053564071655|65|0|8.1863976||||||
LU|223|04/10/2020|1911|5.020017147064209|149|0|7.7969651||||||
MS|223|04/10/2020|1545|8.138389587402344|179|0|11.58576||||||
PI|223|04/10/2020|1724|4.14000129699707|97|0|5.6264501||||||
PO|223|04/10/2020|993|3.878194332122803|54|0|5.4380665||||||
PT|223|04/10/2020|1089|3.744597196578979|83|0|7.6216712||||||
SI|223|04/10/2020|675|2.561417102813721|33|0|4.8888888||||||
Toscana|223|04/10/2020|15579|4.246888160705566|1166|0||125|1.6260163|3962|10451|774753|1.0835699
aslCENTRO|223|04/10/2020|6543|4.09129810333252|557|0|||||||
aslNO|223|04/10/2020|5974|4.778622627258301|490|0|||||||
aslSE|223|04/10/2020|2513|3.068623304367065|111|0|||||||
AR|224|05/10/2020|1234|3.663134098052979|53|0|4.2949758||||||
FI|224|05/10/2020|4504|4.567946910858154|421|.23809524|9.3472471||||||
GR|224|05/10/2020|620|2.837035179138184|25|0|4.032258||||||
LI|224|05/10/2020|795|2.412087678909302|65|0|8.1761007||||||
LU|224|05/10/2020|1937|5.088316440582275|149|0|7.6923075||||||
MS|224|05/10/2020|1554|8.185797691345215|179|0|11.518661||||||
PI|224|05/10/2020|1776|4.264873504638672|97|0|5.4617119||||||
PO|224|05/10/2020|999|3.901627540588379|54|0|5.4054055||||||
PT|224|05/10/2020|1101|3.785859823226929|84|1.2048193|7.6294279||||||
SI|224|05/10/2020|694|2.633516311645508|33|0|4.755043||||||
Toscana|224|05/10/2020|15764|4.297319889068604|1168|.17152658||144|15.2|4065|10531|780067|.68589604
aslCENTRO|224|05/10/2020|6604|4.129440784454346|559|.35906643|||||||
aslNO|224|05/10/2020|6062|4.849014282226563|490|0|||||||
aslSE|224|05/10/2020|2548|3.111361742019653|111|0|||||||
AR|225|06/10/2020|1278|3.793748378753662|53|0|4.1471047||||||
FI|225|06/10/2020|4541|4.605472087860107|421|0|9.2710857||||||
GR|225|06/10/2020|629|2.878217935562134|25|0|3.9745629||||||
LI|225|06/10/2020|806|2.445462465286255|65|0|8.0645161||||||
LU|225|06/10/2020|1957|5.140854835510254|149|0|7.6136947||||||
MS|225|06/10/2020|1561|8.222670555114746|179|0|11.467009||||||
PI|225|06/10/2020|1822|4.375337600708008|97|0|5.3238201||||||
PO|225|06/10/2020|1007|3.93287181854248|54|0|5.362463||||||
PT|225|06/10/2020|1109|3.813368558883667|84|0|7.5743914||||||
SI|225|06/10/2020|713|2.705615282058716|33|0|4.6283312||||||
Toscana|225|06/10/2020|15973|4.354293823242188|1168|0||145|.69444442|4199|10606|787032|.89287204
aslCENTRO|225|06/10/2020|6657|4.162581443786621|559|0|||||||
aslNO|225|06/10/2020|6146|4.916206359863281|490|0|||||||
aslSE|225|06/10/2020|2620|3.199280977249146|111|0|||||||
AR|226|07/10/2020|1335|3.962953090667725|53|0|3.9700375||||||
FI|226|07/10/2020|4613|4.678494453430176|422|.2375297|9.1480598||||||
GR|226|07/10/2020|639|2.92397665977478|25|0|3.9123631||||||
LI|226|07/10/2020|830|2.518280267715454|65|0|7.8313255||||||
LU|226|07/10/2020|1988|5.222288608551025|149|0|7.4949698||||||
MS|226|07/10/2020|1565|8.243741035461426|180|.5586592|11.501597||||||
PI|226|07/10/2020|1862|4.471393585205078|97|0|5.2094522||||||
PO|226|07/10/2020|1036|4.04613208770752|54|0|5.2123551||||||
PT|226|07/10/2020|1123|3.861508369445801|84|0|7.4799643||||||
SI|226|07/10/2020|732|2.777714490890503|33|0|4.5081968||||||
Toscana|226|07/10/2020|16273|4.436074733734131|1170|.17123288||151|4.1379309|4430|10673|797046|1.2723752
aslCENTRO|226|07/10/2020|6772|4.234490394592285|560|.17889088|||||||
aslNO|226|07/10/2020|6245|4.995396614074707|491|.20408164|||||||
aslSE|226|07/10/2020|2706|3.304295539855957|111|0|||||||
AR|227|08/10/2020|1361|4.040133953094482|53|0|3.8941956||||||
FI|227|08/10/2020|4734|4.801212310791016|422|0|8.914237||||||
GR|227|08/10/2020|649|2.969735145568848|25|0|3.8520801||||||
LI|227|08/10/2020|846|2.566825389862061|65|0|7.6832151||||||
LU|227|08/10/2020|2015|5.293215274810791|149|0|7.3945408||||||
MS|227|08/10/2020|1578|8.312219619750977|180|0|11.406844||||||
PI|227|08/10/2020|1933|4.641892433166504|97|0|5.0181065||||||
PO|227|08/10/2020|1061|4.143770694732666|54|0|5.0895381||||||
PT|227|08/10/2020|1139|3.916525363922119|84|0|7.3748903||||||
SI|227|08/10/2020|746|2.830840110778809|33|0|4.4235926||||||
Toscana|227|08/10/2020|16612|4.528487682342529|1170|0||159|5.2980132|4749|10693|806096|1.1354426
aslCENTRO|227|08/10/2020|6934|4.335787773132324|560|0|||||||
aslNO|227|08/10/2020|6372|5.096984386444092|491|0|||||||
aslSE|227|08/10/2020|2756|3.365350484848022|111|0|||||||
AR|228|09/10/2020|1423|4.224181652069092|53|0|3.7245257||||||
FI|228|09/10/2020|4848|4.916830539703369|423|.23696682|8.7252474||||||
GR|228|09/10/2020|657|3.006342172622681|25|0|3.8051751||||||
LI|228|09/10/2020|870|2.63964319229126|65|0|7.4712644||||||
LU|228|09/10/2020|2078|5.458710193634033|149|0|7.1703563||||||
MS|228|09/10/2020|1612|8.491316795349121|181|.55555558|11.228288||||||
PI|228|09/10/2020|2033|4.882031440734863|97|0|4.7712741||||||
PO|228|09/10/2020|1094|4.272653102874756|54|0|4.9360147||||||
PT|228|09/10/2020|1170|4.023120880126953|84|0|7.1794872||||||
SI|228|09/10/2020|760|2.883965969085693|33|0|4.3421054||||||
Toscana|228|09/10/2020|17095|4.660154819488525|1173|.25641027||170|6.9182391|5121|10801|816877|1.3374337
aslCENTRO|228|09/10/2020|7112|4.447090148925781|561|.17857143|||||||
aslNO|228|09/10/2020|6593|5.273762702941895|492|.20366599|||||||
aslSE|228|09/10/2020|2840|3.467922925949097|111|0|||||||
AR|229|10/10/2020|1462|4.339952945709229|53|0|3.6251709||||||
FI|229|10/10/2020|4998|5.068960189819336|423|0|8.4633856||||||
GR|229|10/10/2020|668|3.056676626205444|25|0|3.7425151||||||
LI|229|10/10/2020|892|2.706392765045166|65|0|7.2869954||||||
LU|229|10/10/2020|2141|5.624205589294434|149|0|6.9593649||||||
MS|229|10/10/2020|1625|8.559794425964355|181|0|11.138461||||||
PI|229|10/10/2020|2136|5.129374980926514|97|0|4.5411987||||||
